,lat,long,temp,humidity,wind,clouds,city_name,city_id,city_country_code
381,72.79,-56.15,20.94,100,10.67,44,Upernavik,3418910,GL
382,18.08,-15.98,65.76,100,14.36,0,Nouakchott,2377450,MR
383,50.2,-66.38,42.8,26,8.05,75,Sept-Iles,6144312,CA
384,-22.97,-42.02,80.6,74,11.41,0,Arraial do Cabo,3471451,BR
385,6.12,81.12,79.75,100,3.29,0,Hambantota,1244926,LK
386,44.36,-98.21,46.4,65,5.19,90,Huron,5228673,US
387,-33.93,18.42,55.4,93,5.82,0,Cape Town,3369157,ZA
388,-33.64,115.35,67.33,100,23.31,56,Busselton,2075265,AU
389,64.27,100.22,37.45,95,8.77,92,Tura,2014833,RU
390,73.51,80.55,14.37,89,14.25,64,Dikson,1507390,RU
391,60.14,-45.24,34.21,89,10.67,64,Nanortalik,3421765,GL
392,-21.21,-159.78,77.68,100,11.79,76,Avarua,4035715,CK
393,-21.2,-175.2,80.6,83,2.84,40,Vaini,4032243,TO
394,18.48,31.82,72.87,20,4.29,0,Marawi,370481,SD
395,-2.51,-66.09,84.21,78,3.51,56,Fonte Boa,3664207,BR
396,-25.17,45.06,63.91,89,3.51,0,Beloha,1067565,MG
397,64.25,-15.21,39.03,100,19.17,92,Hofn,2630299,IS
398,19.71,-155.08,73.4,88,3.36,90,Hilo,5855927,US
399,26.25,105.93,63.1,83,12.01,0,Anshun,1817968,CN
400,36.1,0.42,63.69,74,3.62,0,Sidi Ali,2487130,DZ
401,18.22,42.5,62.6,77,0.94,0,Abha,110690,SA
402,-26.65,15.16,57.03,94,7.99,8,Luderitz,3355672,NA
403,65.28,-126.83,19.4,37,8.05,75,Norman Wells,6089245,CA
404,32.3,-64.78,64.4,59,10.29,75,Hamilton,3573197,BM
405,19.71,-155.08,73.4,88,3.36,90,Hilo,5855927,US
406,-34.42,19.24,46.68,92,2.17,0,Hermanus,3366880,ZA
407,-25.98,-52.57,68.5,95,4.63,36,Coronel Vivida,3465459,BR
408,77.48,-69.36,12.7,100,2.28,80,Qaanaaq,3831208,GL
409,61.99,-49.67,33.18,97,8.43,88,Paamiut,3421193,GL
410,-40.81,-62.99,81.51,36,12.68,0,Viedma,3832899,AR
411,22.89,-109.91,82.4,50,11.41,75,Cabo San Lucas,3985710,MX
412,-33.48,150.16,59.0,93,1.12,40,Lithgow,2160053,AU
413,35.5,134.23,47.67,98,3.4,12,Tottori,1849892,JP
414,-34.04,23.05,55.4,82,2.24,0,Knysna,988698,ZA
415,-32.03,-52.1,75.2,88,5.82,0,Rio Grande,3451138,BR
416,4.14,96.13,78.45,100,3.4,44,Meulaboh,1214488,ID
417,77.48,-69.36,12.7,100,2.28,80,Qaanaaq,3831208,GL
418,61.99,-49.67,33.18,97,8.43,88,Paamiut,3421193,GL
419,-33.64,115.35,67.33,100,23.31,56,Busselton,2075265,AU
420,58.6,99.18,43.48,68,7.09,44,Kodinsk,1503037,RU
421,46.81,-64.06,34.71,85,7.65,64,Alberton,5883166,CA
422,-0.74,-90.35,89.6,55,19.46,75,Puerto Ayora,3652764,EC
423,4.14,96.13,78.45,100,3.4,44,Meulaboh,1214488,ID
424,55.34,-131.65,46.4,75,16.11,90,Ketchikan,5554428,US
425,-20.52,57.52,78.8,78,11.41,75,Souillac,933995,MU
426,63.05,147.18,17.2,84,3.62,44,Myaundzha,2123100,RU
427,-15.94,-5.72,76.92,97,12.91,92,Jamestown,3370903,SH
428,-35.02,117.88,62.83,78,14.7,32,Albany,2077963,AU
429,-34.42,19.24,46.68,92,2.17,0,Hermanus,3366880,ZA
430,-53.16,-70.91,44.6,70,23.04,40,Punta Arenas,3874787,CL
431,16.47,-61.51,82.4,61,12.75,75,Anse-Bertrand,3579789,GP
432,60.89,131.98,22.2,67,3.85,44,Amga,2027786,RU
433,60.91,-46.05,48.2,49,5.82,40,Narsaq,3421719,GL
